elevatorAddress,unloadCapacity,lat,loadCapacity,odhiRegion,propertyTypeCategory,cert,transportTypes,shortName,propertyType,capacity,lng,fullName
"31256, вул. Радянська, буд. 21, смт. Війтівці, Волочиський р-н., Хмельницька обл.",860,49.4977778,1500,Хмельницька,Інші,5464,"train,autocar","Агротек-ХПП, ТОВ",Приватний,15000,26.4430556,"Товариство з обмеженою відповідальністю ""Агротек-ХПП"""
"63258, вул. Визволення, буд. 1, с. Палатки, Нововодолазький р-н., Харківська обл.",1400,49.5888889,2500,Харківська,Інші,5465,"train,autocar","Власівський Мірошник, ТОВ",Приватний,84700,35.7197222,"Товариство з обмеженою відповідальністю ""Власівський Мірошник"""
"07500, вул. Торфяна, буд. 11, смт. Баришівка, Київська обл.",1500,50.3538889,800,Київська,Інші,5466,"train,autocar","БЗК, ТОВ (Баришівське ХПП)",Приватний,19400,31.3176667,"Товариство з обмеженою відповідальністю ""Баришівська зернова компанія"""
"07700, вул. Котовського, буд. 35, м. Яготин, Яготинський р-н., Київська обл.",1400,50.293836,1000,Київська,Інші,5467,"train,autocar","БЗК, ТОВ (відд. ""Агросвіт"")",Приватний,25000,31.777482,"Товариство з обмеженою відповідальністю ""Баришівська зернова компанія"""
"07540, вул. Привокзальна, буд. 11, м. Березань, Баришівський р-н., Київська обл.",1500,50.3170220,1000,Київська,Інші,5468,"train,autocar","БЗК, ТОВ (м. Березань)",Приватний,19000,31.4811460,"Товариство з обмеженою відповідальністю ""Баришівська зернова компанія"""
"07541, вул. Маяковського, буд. 12, м. Березань, Баришівський р-н., Київська обл.",500,50.3170220,600,Київська,Інші,5469,"train,autocar","Березанський переробний завод, ТОВ",Приватний,8600,31.482146,"Товариство з обмеженою відповідальністю ""Березанський переробний завод"""
"32440, вул. Кутузова, буд. 33, с. Петрівське, Дунаєвецький  р-н., Хмельницька обл.",500,48.9036561,1000,Хмельницька,Інші,5470,"train,autocar","Еколінія, ТОВ",Приватний,39000,26.6357204,"Товариство з обмеженою відповідальністю ""Еколінія"""
"16624, вул. Крапив\'янського, буд. б/н, село Вертіївка, Ніжинський р-н., Чернігівська обл.",800,51.1641667,800,Чернігівська,Інші,5471,"train,autocar","Ніжин Агро, ТОВ",Приватний,24000,31.8458333,"Товариство з обмеженою відповідальністю ""НІЖИН АГРО"""
"85710, вул. Поштова, буд. 147, смт. Оленівка, Волноваський р-н., Донецька обл.",7400,47.8333333,7800,Донецька,Державні,5472,"train,autocar","ДПЗКУ, ПАТ (філія Оленівський КХП)",ДПЗКУ,60400,37.6500000,"Публічне акціонерне товариство ""Державна продовольчо-зернова корпорація України"""
"13045, вул. Центральна, буд. 1а, с. Печанівка, Романівський р-н., Житомирська обл.",1000,50.0733333,1000,Житомирська,Інші,5473,"train,autocar","А.Т.К., ТОВ",Приватний,87900,27.7936111,"Товариство з обмеженою відповідальністю ""А.Т.К."""
"22100, вул. Довженка, буд. 12, м. Козятин, Вінницька обл. ",840,49.7205520,3450,Вінницька,Інші,5474,"train,autocar","Зернокомплекс Сиваш, ТОВ",Приватний,51800,28.850069,"Товариство з обмеженою відповідальністю ""ЗЕРНОКОМПЛЕКС СИВАШ"""
"36007, вул. Маршала Бірюзова, буд. 43а, м. Полтава   ",1500,49.599453,1500,Полтавська,Інші,5475,"train,autocar","Бурат, ТОВ",Приватний,54000,34.508829,"Товариство з обмеженою відповідальністю ""Бурат"""
"84700, вул. Мокієвської, буд. 1,  м. Дебальцеве, Донецька обл.",600,48.333145,600,Донецька,Інші,5476,"train,autocar","Прометей Плюс, ТОВ",Приватний,8000,38.404908,"Товариство з обмеженою відповідальністю ""Прометей Плюс"""
"20910, вул. Портова, буд. 9, с. Рацеве, Чигиринський р-н., Черкаська обл.",800,49.1408333,800,Черкаська,Інші,5477,autocar,"Інвестджерело, ТОВ (комплекс ХПП)",Приватний,31600,32.7041667,"Товариство з обмеженою відповідальністю ""Інвестджерело"""
"72501, вул. Курортна, буд. 1, смт. Якимівка, Запорізька обл.",1020,46.6966969,1120,Запорізька,Власники 6+,5478,"train,autocar","Розівський елеватор, ПАТ (філія Якимівський елеватор)",Розівський елеватор,27000,35.1663579,"Публічне акціонерне товариство ""Розівський елеватор"" "
"72500, вул. Леніна, буд. 68, смт. Якимівка, Запорізька обл.",1000,46.6966969,1000,Запорізька,Інші,5479,autocar,"Аскон, ПП",Приватний,16500,35.1673579,"Приватне підприємство ""Аскон"""
"45070, вул. Ткача, буд. 1, смт. Голоби, Ковельський р-н., Волинська обл.",650,51.0825000,650,Волинська,Інші,5480,"train,autocar","Гранд Інвест Лімітед, ТОВ",Приватний,9600,25.0108333,"Товариство з обмеженою відповідальністю ""Гранд Інвест Лімітед"""
"22525, вул. Чкалова, буд. 29-Е, с. Зозів, Липовецький р-н., Вінницька обл.",1800,49.3175000,2200,Вінницька,Інші,5481,autocar,"Концерн Сімекс-Агро, ТОВ",Приватний,33000,29.0138889,"Товариство з обмеженою відповідальністю ""Концерн ""Сімекс-Агро"""
"37000, вул. Фабрична, буд. 17, м. Пирятин, Пирятинський р-н., Полтавська обл.  ",1700,50.2373930,4600,Полтавська,Державні,5482,"train,autocar","ДПЗКУ, ПАТ (філія ""Пирятинський КХП"" (вул. Фабрична)",ДПЗКУ,24300,32.505928,"Публічне акціонерне товариство ""Державна продовольчо-зернова корпорація України"""
"52012, вул. Леніна, буд. 18а, с. Партизанське, Дніпропетровський р-н., Дніпропетровська обл.",1800,48.5878900,4400,Дніпропетровська,Інші,5483,"train,autocar","Компанія Грейнфілд"", ТОВ (Балівський елеватор)",Приватний,147000,34.8111900,"Товариство з обмеженою відповідальністю ""Компанія ""Грейнфілд"""
"63523, вул. ім. В Вєсіча, буд. 1, смт. Новопокровка, Чугуївський р-н., Харківська обл.",2240,49.8350000,5580,Харківська,Державні,5484,"train,autocar","Новопокровський КХП, ДП ДАРУ",ДАРУ,68300,36.5470000,"Державне підприємство ""Новопокровський комбінат хлібопродуктів"" Державного агенства резерву України"
"63451, вул. Польова, буд. 1в, с. Пасіки, Зміївський р-н., Харківська обл.",500,49.5811020,800,Харківська,Інші,5485,"train,autocar","Беспалівське ХПП, ТОВ",Приватний,17100,36.1944480,"Товариство з обмеженою відповідальністю ""Беспалівське хлібоприймальне підприємство"""
"61139, вул. Котлова, буд. 236, м. Харків   ",500,50.031921,700,Харківська,Інші,5486,"train,autocar","Харківський ККЗ, ПАТ",Приватний,35400,36.180854,"Публічне акціонерне товариство ""Харківський комбікормовий завод"""
